"Variable","daily_value","Data_Collection_Time_UTC","Collection_Date"
"Avon Dam","81%","2023-08-27 07:14:32",2023-08-27
"Blue Mountains Dams","86%","2023-08-27 07:14:32",2023-08-27
"Cataract Dam","67%","2023-08-27 07:14:32",2023-08-27
"Cordeaux Dam","77%","2023-08-27 07:14:32",2023-08-27
"Fitzroy Falls Reservoir","74%","2023-08-27 07:14:32",2023-08-27
"Nepean Dam","73%","2023-08-27 07:14:32",2023-08-27
"Prospect Reservoir","93%","2023-08-27 07:14:32",2023-08-27
"Tallowa Dam","36%","2023-08-27 07:14:32",2023-08-27
"Warragamba Dam","95%","2023-08-27 07:14:32",2023-08-27
"Wingecarribee Reservoir","68%","2023-08-27 07:14:32",2023-08-27
"Woronora Dam","94%","2023-08-27 07:14:32",2023-08-27
"How Much Rain have We had?","0.0MM","2023-08-27 07:14:32",2023-08-27
"How Much Water is in Our Dams?","92%","2023-08-27 07:14:32",2023-08-27
"How Much Water have we Used","10,025ML","2023-08-27 07:14:32",2023-08-27
