"Variable","daily_value","Data_Collection_Time_UTC","Collection_Date"
"Avon Dam","79%","2023-09-27 07:15:21",2023-09-27
"Blue Mountains Dams","87%","2023-09-27 07:15:21",2023-09-27
"Cataract Dam","66%","2023-09-27 07:15:21",2023-09-27
"Cordeaux Dam","70%","2023-09-27 07:15:21",2023-09-27
"Fitzroy Falls Reservoir","70%","2023-09-27 07:15:21",2023-09-27
"Nepean Dam","73%","2023-09-27 07:15:21",2023-09-27
"Prospect Reservoir","93%","2023-09-27 07:15:21",2023-09-27
"Tallowa Dam","14%","2023-09-27 07:15:21",2023-09-27
"Warragamba Dam","94%","2023-09-27 07:15:21",2023-09-27
"Wingecarribee Reservoir","65%","2023-09-27 07:15:21",2023-09-27
"Woronora Dam","92%","2023-09-27 07:15:21",2023-09-27
"How Much Rain have We had?","4.1MM","2023-09-27 07:15:21",2023-09-27
"How Much Water is in Our Dams?","90%","2023-09-27 07:15:21",2023-09-27
"How Much Water have we Used","1,498ML","2023-09-27 07:15:21",2023-09-27
