"Variable","daily_value","Data_Collection_Time_UTC","Collection_Date"
"Avon Dam","82%","2023-08-21 07:16:14",2023-08-21
"Blue Mountains Dams","85%","2023-08-21 07:16:14",2023-08-21
"Cataract Dam","67%","2023-08-21 07:16:14",2023-08-21
"Cordeaux Dam","78%","2023-08-21 07:16:14",2023-08-21
"Fitzroy Falls Reservoir","74%","2023-08-21 07:16:14",2023-08-21
"Nepean Dam","73%","2023-08-21 07:16:14",2023-08-21
"Prospect Reservoir","93%","2023-08-21 07:16:14",2023-08-21
"Tallowa Dam","40%","2023-08-21 07:16:14",2023-08-21
"Warragamba Dam","95%","2023-08-21 07:16:14",2023-08-21
"Wingecarribee Reservoir","68%","2023-08-21 07:16:14",2023-08-21
"Woronora Dam","95%","2023-08-21 07:16:14",2023-08-21
"How Much Rain have We had?","0.0MM","2023-08-21 07:16:14",2023-08-21
"How Much Water is in Our Dams?","92%","2023-08-21 07:16:14",2023-08-21
"How Much Water have we Used","1,272ML","2023-08-21 07:16:14",2023-08-21
