"Variable","daily_value","Data_Collection_Time_UTC","Collection_Date"
"Avon Dam","80%","2023-09-14 07:16:06",2023-09-14
"Blue Mountains Dams","87%","2023-09-14 07:16:06",2023-09-14
"Cataract Dam","66%","2023-09-14 07:16:06",2023-09-14
"Cordeaux Dam","73%","2023-09-14 07:16:06",2023-09-14
"Fitzroy Falls Reservoir","71%","2023-09-14 07:16:06",2023-09-14
"Nepean Dam","73%","2023-09-14 07:16:06",2023-09-14
"Prospect Reservoir","92%","2023-09-14 07:16:06",2023-09-14
"Tallowa Dam","11%","2023-09-14 07:16:06",2023-09-14
"Warragamba Dam","94%","2023-09-14 07:16:06",2023-09-14
"Wingecarribee Reservoir","66%","2023-09-14 07:16:06",2023-09-14
"Woronora Dam","93%","2023-09-14 07:16:06",2023-09-14
"How Much Rain have We had?","0.0MM","2023-09-14 07:16:06",2023-09-14
"How Much Water is in Our Dams?","91%","2023-09-14 07:16:06",2023-09-14
"How Much Water have we Used","1,375ML","2023-09-14 07:16:06",2023-09-14
