"Variable","daily_value","Data_Collection_Time_UTC","Collection_Date"
"Avon Dam","77%","2023-12-08 07:11:47",2023-12-08
"Blue Mountains Dams","87%","2023-12-08 07:11:47",2023-12-08
"Cataract Dam","69%","2023-12-08 07:11:47",2023-12-08
"Cordeaux Dam","64%","2023-12-08 07:11:47",2023-12-08
"Fitzroy Falls Reservoir","67%","2023-12-08 07:11:47",2023-12-08
"Nepean Dam","72%","2023-12-08 07:11:47",2023-12-08
"Prospect Reservoir","85%","2023-12-08 07:11:47",2023-12-08
"Tallowa Dam","100%","2023-12-08 07:11:47",2023-12-08
"Warragamba Dam","92%","2023-12-08 07:11:47",2023-12-08
"Wingecarribee Reservoir","62%","2023-12-08 07:11:47",2023-12-08
"Woronora Dam","90%","2023-12-08 07:11:47",2023-12-08
"How Much Rain have We had?","0.2MM","2023-12-08 07:11:47",2023-12-08
"How Much Water is in Our Dams?","88%","2023-12-08 07:11:47",2023-12-08
"How Much Water have we Used","1,382ML","2023-12-08 07:11:47",2023-12-08
